job_id,user,num_gpu,submit_time,iterations,model_name,duration,interval,expect_time_list,expect_value_list,best_effort,job_type
111,vc_11cb48,1,12315,3094,resnet101,26,7,105,10,0,strict
112,vc_6214e9,1,10261,7672,alexnet,75,22,179,10,0,strict
113,vc_ed69ec,1,3861,5368,alexnet,1630,18,3861,10,1,best
114,vc_ee9e8c,1,33,6398,alexnet,46,5,87,10,0,strict
115,vc_11cb48,1,3278,9831,mobilenet_v2,34,6,82,10,0,strict
116,vc_6c71a0,1,18175,1939,mobilenet_v2,22,18,65,10,0,strict
117,vc_11cb48,1,7403,5103,mobilenet_v2,100,11,157,10,0,strict
118,vc_6214e9,1,925,644,resnet101,58,15,155,10,0,strict
119,vc_ed69ec,1,14336,9021,vgg16,37,16,64,10,0,strict
120,vc_11cb48,1,1006,940,inception_v3,99,5,1006,10,1,best
121,vc_11cb48,1,3201,7842,mobilenet_v2,35,20,3201,10,1,best
122,vc_0e4a51,1,1482,8569,vgg16,41,24,1482,10,1,best
123,vc_ee9e8c,1,7418,3802,inception_v3,236,20,322,10,0,strict
124,vc_6214e9,1,5708,7720,inception_v3,256,5,412,10,0,strict
125,vc_e13805,1,19083,4533,alexnet,68,21,177,10,0,strict
126,vc_6214e9,1,17130,8133,resnet101,23,24,17130,10,1,best
127,vc_2869ce,4,9734,2453,inception_v3,797,9,9734,10,1,best
128,vc_ed69ec,1,7232,8514,mobilenet_v2,96,16,148,10,0,strict
129,vc_6214e9,1,115,7416,vgg16,329,5,545,10,0,strict
130,vc_7f04ca,1,11361,2416,resnet101,21,9,99,10,0,strict
131,vc_ed69ec,32,16068,7267,mobilenet_v2,72,8,132,10,0,strict
132,vc_103959,1,6892,281,vgg16,149,8,248,10,0,strict
133,vc_6c71a0,1,13552,4674,mobilenet_v2,32,24,68,10,0,strict
134,vc_b436b2,1,6669,5184,inception_v3,222,20,291,10,0,strict
135,vc_2869ce,1,11640,5054,mobilenet_v2,28,8,60,10,0,strict
136,vc_11cb48,1,1054,9620,resnet101,58,15,146,10,0,strict
137,vc_ed69ec,1,89,1664,inception_v3,35,9,91,10,0,strict
138,vc_7f04ca,1,13895,7280,mobilenet_v2,33,20,85,10,0,strict
139,vc_e13805,1,13201,7150,resnet101,75,7,119,10,0,strict
140,vc_11cb48,1,13920,4440,resnet101,26,16,60,10,0,strict
141,vc_6214e9,1,1414,4613,alexnet,39,11,86,10,0,strict
142,vc_ed69ec,1,38,7177,mobilenet_v2,365,14,38,10,1,best
143,vc_e13805,1,2361,667,alexnet,215,21,399,10,0,strict
144,vc_ee9e8c,1,13900,991,mobilenet_v2,24,20,80,10,0,strict
145,vc_11cb48,1,16501,787,mobilenet_v2,307,19,16501,10,1,best
146,vc_6214e9,1,12315,3101,vgg16,20,16,12315,10,1,best
147,vc_103959,1,8557,1166,vgg16,742,17,923,10,0,strict
148,vc_0e4a51,1,14420,3091,alexnet,22,8,14420,10,1,best
149,vc_0e4a51,4,1028,4258,inception_v3,3724,22,4972,10,0,strict
150,vc_2869ce,1,7412,6844,inception_v3,105,9,208,10,0,strict
151,vc_6214e9,8,8339,3216,resnet101,295,20,361,10,0,strict
152,vc_e13805,1,9902,4897,resnet101,927,24,1618,10,0,strict
153,vc_7f04ca,1,7051,7181,alexnet,51,25,149,10,0,strict
154,vc_ee9e8c,1,5598,3217,vgg16,57,12,102,10,0,strict
155,vc_6214e9,1,1564,1294,vgg16,1462,25,2636,10,0,strict
156,vc_e13805,1,14569,1753,inception_v3,28,6,14569,10,1,best
157,vc_7f04ca,1,1472,5772,resnet101,39,20,88,10,0,strict
158,vc_6214e9,1,154,8786,alexnet,96,17,154,10,1,best
159,vc_b436b2,1,3210,1601,mobilenet_v2,34,5,90,10,0,strict
160,vc_7f04ca,1,7333,4834,alexnet,100,10,167,10,0,strict
161,vc_0e4a51,1,986,1335,vgg16,99,5,986,10,1,best
162,vc_0e4a51,1,7758,5172,resnet101,212,9,282,10,0,strict
163,vc_6214e9,8,16006,1347,mobilenet_v2,232,20,374,10,0,strict
164,vc_0e4a51,1,7809,1783,mobilenet_v2,31,5,111,10,0,strict
165,vc_b436b2,1,2,8492,vgg16,159,5,238,10,0,strict
166,vc_103959,4,17962,6987,vgg16,695,20,1058,10,0,strict
167,vc_7f04ca,1,1369,7277,vgg16,68,18,131,10,0,strict
168,vc_11cb48,1,13897,2119,alexnet,41,22,83,10,0,strict
169,vc_6c71a0,1,3882,8496,vgg16,73,5,138,10,0,strict
170,vc_11cb48,1,13862,6667,mobilenet_v2,151,24,13862,10,1,best
171,vc_ed69ec,1,1099,9443,alexnet,716,9,1361,10,0,strict
172,vc_0e4a51,1,3716,2180,mobilenet_v2,294,5,604,10,0,strict
173,vc_2869ce,1,17460,5672,inception_v3,138,17,240,10,0,strict
174,vc_ee9e8c,1,8238,7015,alexnet,321,25,522,10,0,strict
175,vc_103959,1,15269,7609,inception_v3,402,8,571,10,0,strict
176,vc_7f04ca,1,3234,7011,alexnet,33,12,66,10,0,strict
177,vc_103959,8,5985,7558,inception_v3,303,5,5985,10,1,best
178,vc_11cb48,1,3714,8096,inception_v3,273,5,3714,10,1,best
179,vc_b436b2,1,17461,4286,vgg16,78,8,179,10,0,strict
180,vc_e13805,1,17582,539,inception_v3,46,10,118,10,0,strict
181,vc_11cb48,1,12312,848,resnet101,23,5,48,10,0,strict
182,vc_6c71a0,1,6908,4849,inception_v3,20,14,52,10,0,strict
183,vc_6214e9,1,15716,8898,vgg16,21,5,15716,10,1,best
184,vc_ed69ec,1,3217,2866,inception_v3,34,18,83,10,0,strict
185,vc_7f04ca,4,9701,5478,vgg16,1101,5,2179,10,0,strict
186,vc_e13805,4,17884,315,vgg16,277,5,17884,10,1,best
187,vc_e13805,1,16020,5038,vgg16,74,20,180,10,0,strict
188,vc_6214e9,1,13553,3073,inception_v3,24,9,13553,10,1,best
189,vc_e13805,8,3031,8300,alexnet,23,6,3031,10,1,best
190,vc_7f04ca,1,3719,7627,resnet101,290,10,541,10,0,strict
191,vc_e13805,1,11633,2750,mobilenet_v2,42,7,11633,10,1,best
192,vc_0e4a51,1,13554,9335,resnet101,36,15,66,10,0,strict
193,vc_7f04ca,1,10078,3806,vgg16,406,7,10078,10,1,best
194,vc_ee9e8c,1,17131,5951,resnet101,24,5,89,10,0,strict
195,vc_0e4a51,1,12134,8081,inception_v3,65,8,166,10,0,strict
196,vc_ed69ec,1,13862,8952,alexnet,116,21,13862,10,1,best
197,vc_b436b2,2,19264,2885,vgg16,823,21,1256,10,0,strict
198,vc_103959,1,7237,5844,resnet101,103,10,143,10,0,strict
199,vc_e13805,1,14422,5545,mobilenet_v2,21,6,98,10,0,strict
200,vc_e13805,1,13896,5065,resnet101,29,5,84,10,0,strict
201,vc_6c71a0,1,7519,7095,alexnet,101,6,161,10,0,strict
202,vc_ed69ec,1,5706,3292,resnet101,164,5,354,10,0,strict
203,vc_103959,4,8874,9838,alexnet,63,7,126,10,0,strict
204,vc_6214e9,1,12315,3438,inception_v3,20,10,45,10,0,strict
205,vc_11cb48,1,17131,6193,mobilenet_v2,24,7,89,10,0,strict
206,vc_ed69ec,1,8238,1973,inception_v3,162,23,282,10,0,strict
207,vc_11cb48,1,18678,2358,inception_v3,40,21,102,10,0,strict
208,vc_e13805,1,11639,6080,mobilenet_v2,23,25,61,10,0,strict
209,vc_0e4a51,1,17130,6682,mobilenet_v2,24,7,17130,10,1,best
210,vc_0e4a51,1,1468,5602,inception_v3,41,18,1468,10,1,best
211,vc_2869ce,1,1004,579,resnet101,57,23,136,10,0,strict
212,vc_b436b2,1,12984,2702,resnet101,68,15,156,10,0,strict
213,vc_6214e9,1,2880,6098,inception_v3,138,5,2880,10,1,best
214,vc_b436b2,1,64,9370,inception_v3,81,5,64,10,1,best
215,vc_103959,1,18962,9383,inception_v3,27,10,18962,10,1,best
216,vc_2869ce,1,8519,545,inception_v3,1262,24,8519,10,1,best
217,vc_6214e9,1,3316,1793,alexnet,35,23,104,10,0,strict
218,vc_ee9e8c,1,1499,7146,alexnet,41,14,1499,10,1,best
219,vc_ee9e8c,1,6908,2272,inception_v3,156,17,6908,10,1,best
220,vc_2869ce,1,9326,400,mobilenet_v2,1729,21,2134,10,0,strict
221,vc_6c71a0,1,12134,1330,resnet101,43,10,12134,10,1,best
222,vc_ee9e8c,1,850,2226,vgg16,101,14,170,10,0,strict
223,vc_e13805,1,16201,6828,mobilenet_v2,181,5,239,10,0,strict
224,vc_ed69ec,1,15425,2269,vgg16,121,12,15425,10,1,best
225,vc_ee9e8c,1,11402,4492,alexnet,27,15,11402,10,1,best
226,vc_ed69ec,1,3434,8160,inception_v3,143,23,226,10,0,strict
227,vc_7f04ca,1,11271,6810,alexnet,48,15,129,10,0,strict
228,vc_103959,1,1196,9522,vgg16,58,19,124,10,0,strict
229,vc_11cb48,8,2135,185,vgg16,2612,15,4465,10,0,strict
230,vc_6c71a0,1,11633,5082,alexnet,40,21,11633,10,1,best
231,vc_6c71a0,1,13896,4780,mobilenet_v2,28,24,84,10,0,strict
232,vc_ee9e8c,1,14122,3174,resnet101,166,23,278,10,0,strict
233,vc_103959,1,13897,3130,inception_v3,28,22,83,10,0,strict
234,vc_6c71a0,1,18638,7914,alexnet,21,11,82,10,0,strict
235,vc_ed69ec,1,18663,5820,resnet101,24,5,57,10,0,strict
236,vc_e13805,1,7446,5384,inception_v3,21,18,54,10,0,strict
237,vc_7f04ca,1,10137,1677,mobilenet_v2,1554,19,10137,10,1,best
238,vc_7f04ca,4,3339,1865,mobilenet_v2,231,20,3339,10,1,best
239,vc_b436b2,1,17815,1296,alexnet,76,11,17815,10,1,best
240,vc_103959,1,7249,5396,inception_v3,102,20,251,10,0,strict
241,vc_e13805,1,16962,2193,vgg16,155,8,16962,10,1,best
242,vc_0e4a51,1,9830,9072,resnet101,24,22,70,10,0,strict
243,vc_e13805,1,17301,4510,alexnet,23,19,17301,10,1,best
244,vc_2869ce,1,19081,7106,inception_v3,469,14,899,10,0,strict
245,vc_2869ce,1,110,7931,inception_v3,45,17,130,10,0,strict
246,vc_103959,1,6666,8158,resnet101,230,5,354,10,0,strict
247,vc_6214e9,8,18521,6001,alexnet,962,15,1759,10,0,strict
248,vc_11cb48,1,11053,4475,inception_v3,35,5,107,10,0,strict
249,vc_0e4a51,1,998,4776,vgg16,158,5,998,10,1,best
250,vc_7f04ca,1,18960,5939,resnet101,279,5,420,10,0,strict
251,vc_b436b2,1,3302,368,resnet101,35,15,58,10,0,strict
252,vc_2869ce,1,13914,1040,vgg16,32,20,66,10,0,strict
253,vc_6c71a0,1,7307,4190,resnet101,20,6,7307,10,1,best
254,vc_0e4a51,4,10090,1342,inception_v3,354,5,10090,10,1,best
255,vc_ed69ec,1,16202,2145,vgg16,111,17,178,10,0,strict
256,vc_7f04ca,1,7519,2602,vgg16,218,15,401,10,0,strict
257,vc_7f04ca,1,17812,6292,inception_v3,77,5,188,10,0,strict
258,vc_6214e9,1,1458,349,inception_v3,39,5,102,10,0,strict
259,vc_6c71a0,1,3306,9878,inception_v3,33,14,3306,10,1,best
260,vc_2869ce,1,19758,6816,alexnet,25,20,42,10,0,strict
261,vc_103959,1,11637,3171,resnet101,20,13,63,10,0,strict
262,vc_ee9e8c,1,11453,8325,alexnet,127,13,247,10,0,strict
263,vc_6c71a0,1,14439,8962,vgg16,20,16,81,10,0,strict
264,vc_ee9e8c,1,12163,933,alexnet,349,21,617,10,0,strict
265,vc_6214e9,1,11275,822,alexnet,23,5,11275,10,1,best
266,vc_11cb48,1,95,4119,vgg16,87,5,145,10,0,strict
267,vc_11cb48,1,11633,1097,resnet101,36,15,127,10,0,strict
268,vc_ed69ec,1,2116,3529,vgg16,74,11,164,10,0,strict
269,vc_2869ce,1,7418,3072,mobilenet_v2,236,16,7418,10,1,best
270,vc_6c71a0,1,11637,7263,mobilenet_v2,52,6,123,10,0,strict
271,vc_e13805,1,20,3320,mobilenet_v2,86,25,20,10,1,best
272,vc_11cb48,1,14238,5630,alexnet,2403,20,4302,10,0,strict
273,vc_2869ce,1,14423,8201,mobilenet_v2,24,5,14423,10,1,best
274,vc_6c71a0,1,18960,5424,alexnet,39,24,120,10,0,strict
275,vc_6c71a0,1,7324,2128,alexnet,99,5,176,10,0,strict
276,vc_7f04ca,4,7792,230,alexnet,1870,5,3548,10,0,strict
277,vc_7f04ca,1,5708,5236,resnet101,163,15,5708,10,1,best
278,vc_103959,1,530,4222,inception_v3,84,5,130,10,0,strict
279,vc_6c71a0,1,14126,4283,inception_v3,39,12,14126,10,1,best
280,vc_0e4a51,1,61,1281,alexnet,54,8,119,10,0,strict
281,vc_11cb48,1,19864,8304,mobilenet_v2,29,5,19864,10,1,best
282,vc_103959,1,6904,6277,resnet101,171,10,356,10,0,strict
283,vc_2869ce,1,4175,1331,mobilenet_v2,198,6,265,10,0,strict
284,vc_7f04ca,1,13897,2577,mobilenet_v2,31,18,13897,10,1,best
285,vc_ed69ec,1,4202,8880,alexnet,546,25,1078,10,0,strict
286,vc_103959,1,5017,5450,vgg16,667,21,983,10,0,strict
287,vc_e13805,1,14423,295,inception_v3,24,16,14423,10,1,best
288,vc_103959,8,1818,5551,mobilenet_v2,2929,10,3582,10,0,strict
289,vc_2869ce,1,16689,1205,alexnet,1943,5,16689,10,1,best
290,vc_11cb48,1,8556,914,vgg16,735,22,1464,10,0,strict
291,vc_6214e9,1,18962,5226,mobilenet_v2,27,16,58,10,0,strict
292,vc_e13805,1,19759,9201,resnet101,31,18,41,10,0,strict
293,vc_0e4a51,1,5601,8712,alexnet,93,5,159,10,0,strict
294,vc_2869ce,1,992,1750,inception_v3,56,11,148,10,0,strict
295,vc_6c71a0,1,17582,103,mobilenet_v2,27,5,17582,10,1,best
296,vc_11cb48,1,5687,1914,resnet101,104,22,5687,10,1,best
297,vc_7f04ca,1,18824,212,resnet101,606,16,916,10,0,strict
298,vc_103959,1,7340,8678,mobilenet_v2,106,5,7340,10,1,best
299,vc_103959,1,7198,500,vgg16,209,5,302,10,0,strict
300,vc_2869ce,8,5805,9432,vgg16,828,14,5805,10,1,best
301,vc_e13805,1,15848,876,vgg16,22,22,52,10,0,strict
302,vc_11cb48,1,11126,5259,vgg16,23,5,11126,10,1,best
303,vc_2869ce,1,12134,4431,inception_v3,45,5,106,10,0,strict
304,vc_0e4a51,1,18780,340,inception_v3,25,8,18780,10,1,best
305,vc_ee9e8c,1,8128,9264,inception_v3,44,12,92,10,0,strict
306,vc_ee9e8c,1,14420,7365,alexnet,22,18,14420,10,1,best
307,vc_6c71a0,1,8208,825,vgg16,148,9,252,10,0,strict
308,vc_ed69ec,1,7311,4273,inception_v3,22,17,69,10,0,strict
309,vc_ee9e8c,1,19948,7539,alexnet,2336,23,3692,10,0,strict
310,vc_7f04ca,1,1533,7454,vgg16,92,5,207,10,0,strict
311,vc_ee9e8c,1,11127,2682,vgg16,29,14,93,10,0,strict
312,vc_0e4a51,1,19082,9016,vgg16,336,20,598,10,0,strict
313,vc_6c71a0,1,931,9713,mobilenet_v2,57,5,931,10,1,best
314,vc_6c71a0,8,17099,6588,resnet101,3329,12,4321,10,0,strict
315,vc_0e4a51,1,9711,2093,inception_v3,461,22,549,10,0,strict
316,vc_ed69ec,1,15181,6917,vgg16,25,13,15181,10,1,best
317,vc_6c71a0,1,11482,3603,inception_v3,50,5,98,10,0,strict
318,vc_ed69ec,1,18780,5359,vgg16,20,17,60,10,0,strict
319,vc_b436b2,1,9830,1690,resnet101,33,22,9830,10,1,best
320,vc_11cb48,1,1325,4318,resnet101,42,5,1325,10,1,best
321,vc_2869ce,1,6899,1306,resnet101,47,5,6899,10,1,best
322,vc_e13805,1,15180,4891,alexnet,22,5,15180,10,1,best
323,vc_b436b2,1,13551,6505,inception_v3,30,14,13551,10,1,best
324,vc_103959,1,6899,8647,mobilenet_v2,43,20,6899,10,1,best
325,vc_6c71a0,1,1622,6451,inception_v3,67,16,118,10,0,strict
326,vc_ee9e8c,1,832,9573,vgg16,99,12,188,10,0,strict
327,vc_2869ce,1,5922,7426,mobilenet_v2,4315,5,4878,10,0,strict
328,vc_ed69ec,1,10119,6533,mobilenet_v2,34,5,81,10,0,strict
329,vc_ed69ec,1,6892,1457,resnet101,146,5,6892,10,1,best
330,vc_e13805,1,8236,8627,alexnet,193,5,404,10,0,strict
331,vc_ed69ec,1,13084,1004,vgg16,28,11,56,10,0,strict
332,vc_ee9e8c,1,1558,9830,vgg16,534,16,1558,10,1,best
333,vc_b436b2,1,17460,8855,resnet101,489,17,600,10,0,strict
334,vc_7f04ca,1,11296,4937,vgg16,26,8,104,10,0,strict
335,vc_6214e9,1,11108,2306,mobilenet_v2,24,5,52,10,0,strict
336,vc_11cb48,1,7810,7703,alexnet,32,18,7810,10,1,best
337,vc_6214e9,1,14413,2138,resnet101,260,20,347,10,0,strict
338,vc_b436b2,1,995,9312,resnet101,60,18,145,10,0,strict
339,vc_ee9e8c,1,18000,5818,mobilenet_v2,115,22,18000,10,1,best
340,vc_11cb48,1,11634,4606,alexnet,25,5,66,10,0,strict
341,vc_ed69ec,1,18692,8115,mobilenet_v2,44,6,88,10,0,strict
342,vc_6c71a0,1,1489,9295,inception_v3,41,16,1489,10,1,best
343,vc_e13805,1,11364,2064,mobilenet_v2,25,5,96,10,0,strict
344,vc_ee9e8c,1,7323,5051,mobilenet_v2,99,9,237,10,0,strict
345,vc_e13805,1,1241,5079,alexnet,3484,21,4459,10,0,strict
346,vc_103959,1,922,5796,mobilenet_v2,98,6,922,10,1,best
347,vc_0e4a51,4,12198,7031,inception_v3,46,16,102,10,0,strict
348,vc_7f04ca,1,11525,6896,inception_v3,33,12,55,10,0,strict
349,vc_ed69ec,1,128,9041,mobilenet_v2,48,6,112,10,0,strict
350,vc_ee9e8c,1,8557,2953,inception_v3,742,22,8557,10,1,best
351,vc_11cb48,1,13461,9885,mobilenet_v2,30,11,13461,10,1,best
352,vc_e13805,1,17129,499,inception_v3,26,6,91,10,0,strict
353,vc_103959,1,7214,8146,mobilenet_v2,308,18,586,10,0,strict
354,vc_6214e9,1,56,9079,resnet101,83,14,184,10,0,strict
355,vc_ee9e8c,1,3281,7871,mobilenet_v2,35,12,3281,10,1,best
356,vc_0e4a51,1,997,3142,inception_v3,98,17,203,10,0,strict
357,vc_103959,1,3230,9161,alexnet,34,17,3230,10,1,best
358,vc_2869ce,1,11487,1237,resnet101,74,19,153,10,0,strict
359,vc_ee9e8c,1,1606,4749,resnet101,40,5,74,10,0,strict
360,vc_6c71a0,1,233,6482,mobilenet_v2,86,18,233,10,1,best
361,vc_11cb48,1,12081,928,alexnet,156,15,279,10,0,strict
362,vc_0e4a51,1,14418,3526,resnet101,23,6,42,10,0,strict
363,vc_e13805,1,5614,1932,resnet101,32,9,5614,10,1,best
364,vc_11cb48,1,1009,3090,mobilenet_v2,56,12,131,10,0,strict
365,vc_ed69ec,1,842,789,alexnet,57,5,118,10,0,strict
366,vc_ee9e8c,1,7218,9551,alexnet,472,14,702,10,0,strict
367,vc_ed69ec,1,27,3493,inception_v3,188,5,273,10,0,strict
368,vc_7f04ca,1,6687,9679,vgg16,106,5,213,10,0,strict
369,vc_ed69ec,1,931,9397,mobilenet_v2,57,21,149,10,0,strict
370,vc_103959,1,2354,3888,mobilenet_v2,215,23,346,10,0,strict
371,vc_11cb48,1,3237,9662,inception_v3,34,6,63,10,0,strict
372,vc_0e4a51,1,5707,9096,vgg16,244,5,293,10,0,strict
